,season,abbreviation,playoffs,w,l,pw,pl,mov,srs,o_rtg,x3p_ar,e_fg_percent,tov_percent,orb_percent,ft_fga
235,2017,NOP,False,34.0,48.0,35.0,47.0,-2.1,-1.69,105.2,0.308,0.504,11.7,18.5,0.192
236,2017,NYK,False,31.0,51.0,31.0,51.0,-3.67,-3.87,107.7,0.279,0.496,12.4,26.6,0.188
237,2017,OKC,True,47.0,35.0,43.0,39.0,0.76,1.14,108.3,0.295,0.5,13.2,27.9,0.22
238,2017,ORL,False,29.0,53.0,24.0,58.0,-6.57,-6.61,103.7,0.3,0.489,12.1,21.6,0.184
239,2017,PHI,False,28.0,54.0,26.0,56.0,-5.7,-5.83,103.2,0.349,0.501,14.9,22.4,0.199
240,2017,PHO,False,24.0,58.0,27.0,55.0,-5.63,-5.14,106.6,0.255,0.493,13.4,26.0,0.231
241,2017,POR,True,41.0,41.0,40.0,42.0,-0.52,-0.23,110.3,0.322,0.52,12.5,23.0,0.214
242,2017,SAC,False,32.0,50.0,31.0,51.0,-3.88,-3.29,107.3,0.291,0.516,13.7,21.0,0.22
243,2017,SAS,True,61.0,21.0,60.0,22.0,7.2,7.13,111.1,0.281,0.524,12.6,24.0,0.21
244,2017,TOR,True,51.0,31.0,52.0,30.0,4.21,3.65,112.3,0.289,0.517,11.8,25.0,0.233
245,2017,UTA,True,51.0,31.0,52.0,30.0,3.94,4.0,109.6,0.327,0.526,13.2,23.2,0.215
246,2017,WAS,True,49.0,33.0,46.0,36.0,1.8,1.36,111.2,0.284,0.528,12.8,24.1,0.199
248,2016,ATL,True,48.0,34.0,51.0,31.0,3.61,3.49,105.1,0.336,0.516,13.8,19.1,0.185
249,2016,BOS,True,48.0,34.0,50.0,32.0,3.21,2.84,106.8,0.293,0.488,12.1,25.1,0.208
250,2016,BRK,False,21.0,61.0,22.0,60.0,-7.35,-7.12,103.2,0.218,0.492,13.6,24.1,0.186
251,2016,CHI,False,42.0,40.0,37.0,45.0,-1.48,-1.46,105.0,0.244,0.487,12.6,24.5,0.189
252,2016,CHO,True,48.0,34.0,49.0,33.0,2.72,2.36,107.1,0.348,0.502,11.7,20.0,0.222
253,2016,CLE,True,57.0,25.0,57.0,25.0,6.0,5.45,110.9,0.352,0.524,12.7,25.1,0.194
254,2016,DAL,True,42.0,40.0,40.0,42.0,-0.3,-0.02,106.7,0.339,0.502,12.0,20.6,0.211
255,2016,DEN,False,33.0,49.0,33.0,49.0,-3.1,-2.81,105.6,0.277,0.489,13.2,25.8,0.216
256,2016,DET,True,44.0,38.0,43.0,39.0,0.61,0.43,106.1,0.303,0.491,12.2,27.0,0.197
257,2016,GSW,True,73.0,9.0,65.0,17.0,10.76,10.38,114.5,0.362,0.563,13.5,23.5,0.191
258,2016,HOU,True,41.0,41.0,42.0,40.0,0.2,0.34,108.3,0.37,0.516,14.2,25.7,0.244
259,2016,IND,True,45.0,37.0,46.0,36.0,1.71,1.62,104.6,0.27,0.497,13.5,23.4,0.205
260,2016,LAC,True,53.0,29.0,53.0,29.0,4.28,4.13,108.3,0.324,0.524,12.1,20.1,0.22
261,2016,LAL,False,17.0,65.0,17.0,65.0,-9.56,-8.92,101.6,0.29,0.46,12.5,23.1,0.228
262,2016,MEM,True,42.0,40.0,35.0,47.0,-2.24,-2.14,105.4,0.222,0.477,12.3,25.3,0.231
263,2016,MIA,True,48.0,34.0,46.0,36.0,1.65,1.5,106.1,0.221,0.508,13.3,23.8,0.21
264,2016,MIL,False,33.0,49.0,29.0,53.0,-4.18,-3.98,104.3,0.189,0.499,14.2,24.9,0.207
265,2016,MIN,False,29.0,53.0,31.0,51.0,-3.54,-3.38,106.5,0.202,0.498,13.9,24.3,0.263
266,2016,NOP,False,30.0,52.0,31.0,51.0,-3.79,-3.56,105.6,0.277,0.498,12.3,21.2,0.201
267,2016,NYK,False,32.0,50.0,33.0,49.0,-2.73,-2.74,104.6,0.256,0.483,12.6,23.7,0.205
268,2016,OKC,True,55.0,27.0,59.0,23.0,7.28,7.09,113.1,0.275,0.524,14.0,31.1,0.228
269,2016,ORL,False,35.0,47.0,36.0,46.0,-1.62,-1.68,105.1,0.255,0.5,12.8,23.1,0.175
270,2016,PHI,False,10.0,72.0,16.0,66.0,-10.23,-9.92,98.8,0.327,0.487,14.8,20.6,0.186
271,2016,PHO,False,23.0,59.0,24.0,58.0,-6.66,-6.32,102.2,0.302,0.487,15.2,25.4,0.204
272,2016,POR,True,44.0,38.0,43.0,39.0,0.83,0.98,108.8,0.332,0.511,13.2,25.9,0.202
273,2016,SAC,False,33.0,49.0,34.0,48.0,-2.48,-2.32,106.0,0.26,0.51,14.2,23.9,0.214
274,2016,SAS,True,67.0,15.0,67.0,15.0,10.63,10.28,110.3,0.223,0.526,12.4,23.0,0.197
275,2016,TOR,True,56.0,26.0,53.0,29.0,4.5,4.08,110.0,0.287,0.504,12.3,24.6,0.255
276,2016,UTA,False,40.0,42.0,46.0,36.0,1.79,1.84,105.9,0.297,0.501,14.2,25.9,0.213
277,2016,WAS,False,41.0,41.0,40.0,42.0,-0.5,-0.5,105.3,0.282,0.511,13.1,20.6,0.192
279,2015,ATL,True,60.0,22.0,56.0,26.0,5.43,4.75,108.9,0.321,0.527,13.5,21.4,0.201
280,2015,BOS,True,40.0,42.0,41.0,41.0,0.16,-0.4,104.7,0.28,0.489,12.5,24.7,0.176
281,2015,BRK,True,38.0,44.0,33.0,49.0,-2.88,-3.13,104.4,0.24,0.491,13.0,23.9,0.2
282,2015,CHI,True,50.0,32.0,50.0,32.0,3.0,2.54,107.5,0.269,0.489,12.9,27.0,0.238
283,2015,CHO,False,33.0,49.0,32.0,50.0,-3.17,-3.44,100.1,0.226,0.456,11.2,22.1,0.202
284,2015,CLE,True,53.0,29.0,53.0,29.0,4.48,4.08,111.1,0.334,0.52,13.4,26.8,0.216
285,2015,DAL,True,50.0,32.0,49.0,33.0,2.9,3.36,109.5,0.296,0.515,11.9,23.6,0.197
286,2015,DEN,False,30.0,52.0,31.0,51.0,-3.55,-3.07,104.5,0.284,0.479,12.7,26.6,0.204
287,2015,DET,False,32.0,50.0,38.0,44.0,-1.0,-1.39,105.3,0.29,0.482,12.3,27.7,0.184
288,2015,GSW,True,67.0,15.0,65.0,17.0,10.1,10.01,111.6,0.311,0.54,13.1,24.1,0.184
289,2015,HOU,True,56.0,26.0,50.0,32.0,3.44,3.82,107.0,0.392,0.512,15.0,26.8,0.223
290,2015,IND,False,38.0,44.0,42.0,40.0,0.28,-0.23,103.5,0.255,0.484,13.1,24.0,0.201
291,2015,LAC,True,56.0,26.0,58.0,24.0,6.59,6.8,112.4,0.322,0.533,11.6,22.8,0.215
292,2015,LAL,False,21.0,61.0,23.0,59.0,-6.84,-6.17,103.4,0.22,0.473,12.1,25.4,0.204
293,2015,MEM,True,55.0,27.0,50.0,32.0,3.24,3.62,105.7,0.184,0.489,12.6,24.7,0.214
294,2015,MIA,False,37.0,45.0,33.0,49.0,-2.6,-2.92,103.9,0.262,0.5,14.5,23.2,0.227
295,2015,MIL,True,41.0,41.0,42.0,40.0,0.43,-0.09,102.7,0.223,0.499,15.5,25.4,0.195
296,2015,MIN,False,16.0,66.0,19.0,63.0,-8.79,-8.0,102.9,0.179,0.468,13.7,26.6,0.24
297,2015,NOP,True,45.0,37.0,43.0,39.0,0.79,1.13,108.2,0.233,0.501,12.5,27.1,0.198
298,2015,NYK,False,17.0,65.0,17.0,65.0,-9.32,-9.5,99.9,0.24,0.47,14.0,24.5,0.18
299,2015,OKC,False,45.0,37.0,47.0,35.0,2.18,2.47,107.8,0.262,0.492,13.1,28.9,0.214
300,2015,ORL,False,25.0,57.0,25.0,57.0,-5.72,-5.87,101.6,0.235,0.494,14.0,23.1,0.168
301,2015,PHI,False,18.0,64.0,18.0,64.0,-8.98,-9.04,95.5,0.319,0.459,16.0,25.5,0.195
302,2015,PHO,False,39.0,43.0,38.0,44.0,-0.9,-0.38,105.3,0.291,0.501,13.7,24.5,0.191
303,2015,POR,True,51.0,31.0,53.0,29.0,4.23,4.41,108.2,0.316,0.508,12.6,24.2,0.18
304,2015,SAC,False,29.0,53.0,31.0,51.0,-3.71,-3.07,105.3,0.204,0.49,14.8,26.5,0.276
305,2015,SAS,True,55.0,27.0,58.0,24.0,6.2,6.34,108.5,0.269,0.517,13.1,23.4,0.2
306,2015,TOR,True,49.0,33.0,49.0,33.0,3.07,2.45,111.0,0.302,0.508,12.0,25.6,0.232
307,2015,UTA,False,38.0,44.0,42.0,40.0,0.22,0.71,105.1,0.274,0.494,14.6,29.1,0.214
308,2015,WAS,True,46.0,36.0,43.0,39.0,0.72,0.17,103.7,0.203,0.499,14.0,24.9,0.192
310,2014,ATL,True,38.0,44.0,40.0,42.0,-0.48,-0.88,105.9,0.316,0.515,14.3,21.0,0.208
311,2014,BOS,False,25.0,57.0,28.0,54.0,-4.46,-4.97,102.9,0.251,0.477,14.2,27.4,0.193
312,2014,BRK,True,44.0,38.0,38.0,44.0,-1.0,-1.58,106.7,0.301,0.514,14.1,21.7,0.236
313,2014,CHA,True,43.0,39.0,40.0,42.0,-0.22,-0.89,103.6,0.219,0.481,11.7,21.9,0.219
314,2014,CHI,True,48.0,34.0,47.0,35.0,1.85,1.2,102.5,0.222,0.471,14.2,27.2,0.226
315,2014,CLE,False,33.0,49.0,32.0,50.0,-3.29,-3.86,104.2,0.236,0.479,13.0,27.2,0.201
316,2014,DAL,True,49.0,33.0,48.0,34.0,2.4,2.91,111.2,0.274,0.526,12.7,24.6,0.201
317,2014,DEN,False,36.0,46.0,35.0,47.0,-2.15,-1.4,106.0,0.278,0.497,14.0,27.5,0.222
318,2014,DET,False,29.0,53.0,31.0,51.0,-3.66,-4.13,105.9,0.222,0.482,12.9,31.4,0.199
319,2014,GSW,True,51.0,31.0,54.0,28.0,4.8,5.15,107.5,0.291,0.517,13.8,25.1,0.186
320,2014,HOU,True,54.0,28.0,53.0,29.0,4.56,5.06,111.0,0.33,0.531,14.6,27.4,0.275
321,2014,IND,True,56.0,26.0,54.0,28.0,4.4,3.63,104.1,0.235,0.49,14.3,24.9,0.226
322,2014,LAC,True,57.0,25.0,59.0,23.0,6.98,7.27,112.1,0.291,0.526,12.7,25.0,0.258
323,2014,LAL,False,27.0,55.0,25.0,57.0,-6.29,-5.33,104.2,0.291,0.505,13.7,20.2,0.199
324,2014,MEM,True,50.0,32.0,46.0,36.0,1.57,2.18,106.3,0.171,0.494,13.1,28.3,0.184
325,2014,MIA,True,54.0,28.0,54.0,28.0,4.76,4.15,110.9,0.292,0.554,14.6,20.6,0.228
326,2014,MIL,False,15.0,67.0,20.0,62.0,-8.18,-8.41,103.0,0.231,0.479,14.1,27.1,0.204
327,2014,MIN,False,40.0,42.0,48.0,34.0,2.67,3.1,108.9,0.245,0.486,12.2,27.4,0.249
328,2014,NOP,False,34.0,48.0,33.0,49.0,-2.71,-1.98,107.2,0.193,0.495,12.9,26.9,0.22
329,2014,NYK,False,37.0,45.0,39.0,43.0,-0.79,-1.4,108.3,0.302,0.505,12.5,25.1,0.189
330,2014,OKC,True,59.0,23.0,58.0,24.0,6.34,6.66,110.5,0.271,0.52,14.0,26.5,0.244
331,2014,ORL,False,23.0,59.0,26.0,56.0,-5.44,-5.88,101.7,0.235,0.487,13.9,22.4,0.193
332,2014,PHI,False,19.0,63.0,16.0,66.0,-10.45,-10.66,99.4,0.258,0.475,14.8,24.8,0.19
333,2014,PHO,False,48.0,34.0,48.0,34.0,2.63,3.02,109.5,0.3,0.519,14.0,26.4,0.222
334,2014,POR,True,54.0,28.0,52.0,30.0,3.99,4.44,111.5,0.29,0.504,12.4,28.0,0.22
335,2014,SAC,False,28.0,54.0,33.0,49.0,-2.9,-2.08,105.7,0.218,0.484,13.9,27.8,0.251
336,2014,SAS,True,62.0,20.0,61.0,21.0,7.72,8.0,110.5,0.257,0.537,13.5,22.7,0.188
337,2014,TOR,True,48.0,34.0,50.0,32.0,3.24,2.55,108.8,0.285,0.498,13.2,27.2,0.239
338,2014,UTA,False,25.0,57.0,22.0,60.0,-7.17,-6.27,103.5,0.237,0.484,13.9,25.5,0.202
339,2014,WAS,True,44.0,38.0,45.0,37.0,1.27,0.48,106.0,0.246,0.506,13.6,25.2,0.181
341,2013,ATL,True,44.0,38.0,42.0,40.0,0.4,-0.08,104.8,0.286,0.517,14.2,22.2,0.174
342,2013,BOS,True,41.0,40.0,40.0,41.0,-0.22,-0.62,103.1,0.215,0.503,14.1,20.1,0.204
343,2013,BRK,True,49.0,33.0,46.0,36.0,1.78,1.25,108.2,0.269,0.498,14.0,30.9,0.219
344,2013,CHA,False,21.0,61.0,17.0,65.0,-9.23,-9.29,101.5,0.21,0.46,13.2,25.7,0.233
345,2013,CHI,True,45.0,37.0,42.0,40.0,0.32,-0.02,103.5,0.189,0.47,13.6,29.4,0.201
346,2013,CLE,False,24.0,58.0,28.0,54.0,-4.68,-4.87,104.3,0.229,0.473,13.0,28.1,0.2
347,2013,DAL,False,41.0,41.0,39.0,43.0,-0.6,-0.24,105.9,0.236,0.506,13.0,21.8,0.192
348,2013,DEN,True,57.0,25.0,55.0,27.0,5.09,5.37,110.4,0.217,0.515,13.6,31.4,0.216
349,2013,DET,False,29.0,53.0,29.0,53.0,-3.99,-4.33,103.8,0.217,0.487,14.3,28.3,0.197
350,2013,GSW,True,47.0,35.0,44.0,38.0,0.89,1.32,106.4,0.239,0.506,14.0,25.4,0.201
351,2013,HOU,True,45.0,37.0,50.0,32.0,3.48,3.69,109.7,0.349,0.525,14.9,26.4,0.232
352,2013,IND,True,49.0,32.0,52.0,29.0,4.02,3.34,104.3,0.245,0.479,14.3,30.3,0.219
353,2013,LAC,True,56.0,26.0,59.0,23.0,6.45,6.43,110.6,0.265,0.526,13.9,28.8,0.203
354,2013,LAL,True,45.0,37.0,44.0,38.0,1.16,1.48,107.8,0.303,0.512,13.9,27.0,0.239
355,2013,MEM,True,56.0,26.0,54.0,28.0,4.15,4.32,104.9,0.166,0.472,13.3,31.0,0.202
356,2013,MIA,True,66.0,16.0,62.0,20.0,7.87,7.03,112.3,0.285,0.552,13.7,22.2,0.224
357,2013,MIL,True,38.0,44.0,37.0,45.0,-1.5,-1.83,103.6,0.232,0.476,12.7,27.9,0.174
358,2013,MIN,False,31.0,51.0,34.0,48.0,-2.37,-1.83,102.9,0.22,0.473,13.8,27.4,0.226
359,2013,NOH,False,27.0,55.0,30.0,52.0,-3.87,-3.12,105.7,0.224,0.489,14.0,29.2,0.193
360,2013,NYK,True,54.0,28.0,53.0,29.0,4.23,3.73,111.1,0.354,0.515,11.7,25.6,0.196
361,2013,OKC,True,60.0,22.0,64.0,18.0,9.21,9.15,112.4,0.244,0.527,14.4,26.7,0.28
362,2013,ORL,False,20.0,62.0,22.0,60.0,-6.99,-7.12,101.6,0.223,0.485,13.7,25.4,0.149
363,2013,PHI,False,34.0,48.0,31.0,51.0,-3.34,-3.51,102.0,0.209,0.481,12.5,24.9,0.146
364,2013,PHO,False,25.0,57.0,23.0,59.0,-6.46,-5.75,101.2,0.21,0.477,14.3,27.0,0.174
365,2013,POR,False,33.0,49.0,32.0,50.0,-3.17,-2.53,105.8,0.284,0.498,13.9,25.3,0.194
366,2013,SAC,False,28.0,54.0,28.0,54.0,-4.88,-4.26,106.2,0.243,0.491,13.4,26.6,0.208
367,2013,SAS,True,58.0,24.0,58.0,24.0,6.4,6.67,108.3,0.264,0.531,14.0,20.5,0.204
368,2013,TOR,False,34.0,48.0,37.0,45.0,-1.48,-1.96,105.9,0.249,0.488,13.0,25.5,0.216
369,2013,UTA,False,43.0,39.0,41.0,41.0,-0.09,0.3,106.7,0.206,0.492,13.8,28.8,0.214
370,2013,WAS,False,29.0,53.0,33.0,49.0,-2.54,-2.78,100.2,0.223,0.475,14.2,24.6,0.191
372,2012,ATL,True,40.0,26.0,41.0,25.0,3.44,2.67,104.9,0.249,0.5,13.4,23.9,0.192
373,2012,BOS,True,39.0,27.0,39.0,27.0,2.52,2.26,101.0,0.194,0.496,14.7,19.7,0.2
374,2012,CHA,False,7.0,59.0,7.0,59.0,-13.91,-13.96,95.2,0.169,0.439,13.9,23.6,0.206
375,2012,CHI,True,50.0,16.0,51.0,15.0,8.18,7.43,107.4,0.205,0.49,13.2,32.6,0.184
376,2012,CLE,False,21.0,45.0,17.0,49.0,-7.2,-7.34,101.1,0.238,0.463,14.3,28.9,0.22
377,2012,DAL,True,36.0,30.0,35.0,31.0,0.95,1.78,103.3,0.271,0.489,13.4,23.4,0.19
378,2012,DEN,True,38.0,28.0,39.0,27.0,2.88,3.16,109.2,0.243,0.516,14.1,27.7,0.239
379,2012,DET,False,25.0,41.0,22.0,44.0,-4.79,-5.19,101.0,0.175,0.468,15.0,28.1,0.21
380,2012,GSW,False,23.0,43.0,25.0,41.0,-3.41,-2.79,105.4,0.248,0.505,13.3,22.9,0.175
381,2012,HOU,False,34.0,32.0,34.0,32.0,0.23,0.57,105.5,0.24,0.492,13.5,27.5,0.184
382,2012,IND,True,42.0,24.0,41.0,25.0,3.3,2.6,106.7,0.198,0.474,13.1,29.2,0.251
383,2012,LAC,True,40.0,26.0,39.0,27.0,2.56,2.82,108.5,0.269,0.502,12.7,29.5,0.195
384,2012,LAL,True,41.0,25.0,36.0,30.0,1.42,1.96,106.0,0.209,0.491,14.2,29.1,0.226
385,2012,MEM,True,41.0,25.0,38.0,28.0,2.02,2.43,104.0,0.157,0.473,13.6,29.8,0.211
386,2012,MIA,True,46.0,20.0,47.0,19.0,5.98,5.72,106.6,0.198,0.505,14.5,26.6,0.238
387,2012,MIL,False,31.0,35.0,34.0,32.0,0.27,-0.23,105.5,0.224,0.481,12.9,27.7,0.194
388,2012,MIN,False,26.0,40.0,28.0,38.0,-2.2,-1.83,104.3,0.262,0.477,14.0,27.5,0.236
389,2012,NJN,False,22.0,44.0,19.0,47.0,-5.98,-6.37,102.9,0.278,0.473,14.3,27.8,0.209
390,2012,NOH,False,21.0,45.0,24.0,42.0,-3.76,-3.11,100.9,0.152,0.476,15.2,27.5,0.207
391,2012,NYK,True,36.0,30.0,41.0,25.0,3.2,2.39,104.4,0.288,0.492,14.9,26.6,0.227
392,2012,OKC,True,47.0,19.0,46.0,20.0,6.12,6.44,109.8,0.252,0.516,15.3,27.8,0.269
393,2012,ORL,True,37.0,29.0,35.0,31.0,0.79,0.46,105.0,0.346,0.506,14.5,26.5,0.193
394,2012,PHI,True,35.0,31.0,43.0,23.0,4.24,3.59,103.9,0.175,0.48,10.9,24.4,0.161
395,2012,PHO,False,33.0,33.0,32.0,34.0,-0.24,0.29,106.2,0.238,0.499,13.3,25.8,0.194
396,2012,POR,False,28.0,38.0,32.0,34.0,-0.62,-0.22,105.7,0.255,0.488,13.4,26.3,0.209
397,2012,SAC,False,22.0,44.0,21.0,45.0,-5.68,-4.95,103.8,0.228,0.472,13.0,29.1,0.197
398,2012,SAS,True,50.0,16.0,48.0,18.0,7.17,7.28,110.9,0.257,0.528,12.8,25.1,0.195
399,2012,TOR,False,23.0,43.0,25.0,41.0,-3.3,-3.67,100.8,0.209,0.475,14.8,25.9,0.211
400,2012,UTA,True,36.0,30.0,34.0,32.0,0.62,0.92,106.8,0.153,0.481,13.0,30.2,0.227
401,2012,WAS,False,20.0,46.0,22.0,44.0,-4.8,-5.14,101.0,0.196,0.472,14.2,27.3,0.184
403,2011,ATL,True,44.0,38.0,39.0,43.0,-0.82,-1.1,106.1,0.222,0.501,13.5,23.4,0.209
404,2011,BOS,True,56.0,26.0,57.0,25.0,5.37,4.83,106.2,0.18,0.519,14.5,21.1,0.235
405,2011,CHA,False,34.0,48.0,29.0,53.0,-4.0,-4.08,103.4,0.189,0.482,14.1,25.7,0.237
406,2011,CHI,True,62.0,20.0,61.0,21.0,7.32,6.53,108.3,0.215,0.501,13.5,29.4,0.227
407,2011,CLE,False,19.0,63.0,18.0,64.0,-9.01,-8.88,102.2,0.224,0.472,13.4,24.2,0.233
408,2011,DAL,True,57.0,25.0,53.0,29.0,4.23,4.41,109.7,0.274,0.525,13.6,24.1,0.222
409,2011,DEN,True,50.0,32.0,54.0,28.0,4.76,4.81,112.3,0.258,0.526,13.1,23.9,0.281
410,2011,DET,False,30.0,52.0,31.0,51.0,-3.6,-3.78,107.7,0.189,0.495,12.5,27.4,0.206
411,2011,GSW,False,36.0,46.0,35.0,47.0,-2.33,-2.0,108.2,0.248,0.51,13.3,26.7,0.183
412,2011,HOU,False,43.0,39.0,47.0,35.0,2.18,2.37,111.3,0.264,0.503,12.3,27.4,0.239
413,2011,IND,True,37.0,45.0,38.0,44.0,-1.07,-1.38,104.8,0.244,0.486,14.1,25.9,0.235
414,2011,LAC,False,32.0,50.0,32.0,50.0,-3.13,-2.71,105.3,0.23,0.496,15.1,28.4,0.234
415,2011,LAL,True,57.0,25.0,58.0,24.0,6.11,6.01,111.0,0.22,0.502,12.3,29.2,0.228
416,2011,MEM,True,46.0,36.0,48.0,34.0,2.34,2.55,107.6,0.136,0.493,13.0,28.9,0.218
417,2011,MIA,True,58.0,24.0,61.0,21.0,7.46,6.76,111.7,0.235,0.524,13.5,25.2,0.279
418,2011,MIL,False,35.0,47.0,38.0,44.0,-0.84,-1.02,101.6,0.216,0.467,13.0,24.7,0.217
419,2011,MIN,False,17.0,65.0,24.0,58.0,-6.63,-5.97,104.2,0.223,0.483,15.1,29.6,0.217
420,2011,NJN,False,24.0,58.0,24.0,58.0,-6.24,-6.28,103.1,0.201,0.474,13.4,26.1,0.215
421,2011,NOH,True,46.0,36.0,44.0,38.0,0.89,1.28,106.2,0.192,0.493,12.8,25.1,0.226
422,2011,NYK,True,42.0,40.0,43.0,39.0,0.78,0.48,110.9,0.303,0.513,12.6,24.2,0.246
423,2011,OKC,True,55.0,27.0,51.0,31.0,3.79,3.81,111.2,0.212,0.501,13.1,27.4,0.299
424,2011,ORL,True,52.0,30.0,56.0,26.0,5.46,4.92,107.9,0.328,0.521,14.3,26.1,0.227
425,2011,PHI,True,41.0,41.0,45.0,37.0,1.5,1.01,106.6,0.184,0.494,12.3,24.6,0.21
426,2011,PHO,False,40.0,42.0,39.0,43.0,-0.89,-0.46,109.5,0.271,0.522,13.2,23.7,0.215
427,2011,POR,True,48.0,34.0,46.0,36.0,1.52,1.85,108.8,0.228,0.486,12.6,29.5,0.224
428,2011,SAC,False,24.0,58.0,27.0,55.0,-5.34,-4.8,103.5,0.183,0.48,14.4,29.9,0.208
429,2011,SAS,True,61.0,21.0,56.0,26.0,5.71,5.86,111.8,0.261,0.527,12.8,24.9,0.229
430,2011,TOR,False,22.0,60.0,24.0,58.0,-6.28,-6.28,106.1,0.162,0.491,13.7,28.2,0.221
431,2011,UTA,False,39.0,43.0,36.0,46.0,-1.83,-1.44,108.1,0.191,0.498,13.5,27.0,0.241
432,2011,WAS,False,23.0,59.0,22.0,60.0,-7.4,-7.3,102.4,0.172,0.471,13.9,28.0,0.216
434,2010,ATL,True,53.0,29.0,54.0,28.0,4.66,4.44,111.9,0.214,0.506,11.4,28.2,0.213
435,2010,BOS,True,50.0,32.0,52.0,30.0,3.66,3.37,107.7,0.228,0.522,14.5,22.8,0.248
436,2010,CHA,True,44.0,38.0,45.0,37.0,1.46,1.3,104.4,0.211,0.49,15.1,26.5,0.26
437,2010,CHI,True,41.0,41.0,36.0,46.0,-1.63,-1.64,103.5,0.156,0.477,13.3,26.6,0.217
438,2010,CLE,True,61.0,21.0,59.0,23.0,6.52,6.17,111.2,0.248,0.532,13.4,25.1,0.246
439,2010,DAL,True,55.0,27.0,49.0,33.0,2.72,2.66,109.2,0.222,0.506,12.3,24.3,0.226
440,2010,DEN,True,53.0,29.0,52.0,30.0,4.09,4.15,111.8,0.227,0.509,12.7,26.1,0.29
441,2010,DET,False,27.0,55.0,26.0,56.0,-5.11,-5.02,105.6,0.18,0.474,12.8,30.3,0.22
442,2010,GSW,False,26.0,56.0,32.0,50.0,-3.6,-3.28,108.1,0.238,0.514,13.1,20.9,0.23
443,2010,HOU,False,42.0,40.0,40.0,42.0,-0.37,-0.02,107.6,0.265,0.494,13.2,26.9,0.225
444,2010,IND,False,32.0,50.0,33.0,49.0,-3.01,-3.11,103.7,0.278,0.491,13.8,21.6,0.229
445,2010,LAC,False,29.0,53.0,24.0,58.0,-6.35,-6.01,103.3,0.221,0.491,14.8,27.1,0.206
446,2010,LAL,True,57.0,25.0,54.0,28.0,4.72,4.78,108.8,0.227,0.496,12.4,27.6,0.221
447,2010,MEM,False,40.0,42.0,37.0,45.0,-1.51,-1.39,108.3,0.148,0.494,13.7,31.3,0.235
448,2010,MIA,True,47.0,35.0,48.0,34.0,2.28,1.99,106.6,0.219,0.496,12.8,26.1,0.223
449,2010,MIL,True,46.0,36.0,46.0,36.0,1.7,1.37,104.9,0.259,0.482,12.3,26.2,0.181
450,2010,MIN,False,15.0,67.0,17.0,65.0,-9.6,-9.06,101.7,0.171,0.478,14.6,26.7,0.207
451,2010,NJN,False,12.0,70.0,17.0,65.0,-9.12,-8.93,100.6,0.181,0.458,13.7,25.1,0.24
452,2010,NOH,False,37.0,45.0,34.0,48.0,-2.46,-2.27,107.4,0.23,0.506,12.7,24.8,0.189
453,2010,NYK,False,29.0,53.0,31.0,51.0,-3.82,-4.01,107.6,0.312,0.509,13.0,23.5,0.2
454,2010,OKC,True,50.0,32.0,51.0,31.0,3.49,3.55,108.3,0.185,0.494,13.9,28.6,0.268
455,2010,ORL,True,59.0,23.0,61.0,21.0,7.49,7.12,111.4,0.35,0.536,13.6,24.6,0.246
456,2010,PHI,False,27.0,55.0,30.0,52.0,-3.9,-3.93,106.1,0.206,0.496,13.7,27.6,0.204
457,2010,PHO,True,54.0,28.0,54.0,28.0,4.9,4.67,115.3,0.261,0.546,13.6,27.6,0.24
458,2010,POR,True,50.0,32.0,51.0,31.0,3.3,3.18,110.8,0.215,0.499,12.1,28.2,0.249
459,2010,SAC,False,25.0,57.0,29.0,53.0,-4.37,-4.06,105.3,0.201,0.491,13.6,27.8,0.207
460,2010,SAS,True,50.0,32.0,55.0,27.0,5.09,5.07,110.0,0.232,0.515,12.9,26.8,0.219
461,2010,TOR,False,40.0,42.0,36.0,46.0,-1.78,-1.83,111.3,0.211,0.521,12.7,24.7,0.244
462,2010,UTA,True,53.0,29.0,55.0,27.0,5.34,5.33,110.7,0.184,0.524,14.2,26.8,0.252
463,2010,WAS,False,26.0,56.0,28.0,54.0,-4.78,-4.72,104.2,0.183,0.481,13.9,27.6,0.216
465,2009,ATL,True,47.0,35.0,46.0,36.0,1.57,1.7,109.3,0.253,0.504,12.5,26.0,0.238
466,2009,BOS,True,62.0,20.0,61.0,21.0,7.51,7.44,110.5,0.214,0.528,15.0,27.9,0.251
467,2009,CHA,False,35.0,47.0,37.0,45.0,-1.27,-1.2,104.7,0.213,0.494,15.1,27.7,0.231
468,2009,CHI,True,41.0,41.0,40.0,42.0,-0.28,-0.16,108.4,0.189,0.493,13.3,28.0,0.239
469,2009,CLE,True,66.0,16.0,65.0,17.0,8.93,8.68,112.4,0.259,0.519,12.5,27.7,0.236
470,2009,DAL,True,50.0,32.0,47.0,35.0,1.98,1.68,110.5,0.241,0.504,12.1,26.6,0.224
471,2009,DEN,True,54.0,28.0,50.0,32.0,3.41,3.13,110.4,0.227,0.512,14.2,27.5,0.29
472,2009,DET,True,39.0,43.0,40.0,42.0,-0.49,-0.36,107.4,0.165,0.483,11.7,27.9,0.212
473,2009,GSW,False,29.0,53.0,31.0,51.0,-3.74,-3.8,109.5,0.209,0.497,12.9,26.1,0.268
474,2009,HOU,True,53.0,29.0,53.0,29.0,4.0,3.73,108.4,0.254,0.501,13.6,26.4,0.235
