,season,abbreviation,playoffs,w,l,pw,pl,mov,srs,o_rtg,x3p_ar,e_fg_percent,tov_percent,orb_percent,ft_fga
475,2009,IND,False,36.0,46.0,38.0,44.0,-1.11,-0.76,108.1,0.244,0.501,13.1,25.4,0.215
476,2009,LAC,False,19.0,63.0,18.0,64.0,-8.77,-8.47,102.3,0.226,0.481,14.0,25.1,0.202
477,2009,LAL,True,65.0,17.0,61.0,21.0,7.66,7.11,112.8,0.217,0.513,12.3,29.4,0.23
478,2009,MEM,False,24.0,58.0,26.0,56.0,-5.46,-5.23,103.5,0.175,0.486,14.8,25.8,0.249
479,2009,MIA,True,43.0,39.0,42.0,40.0,0.26,0.49,107.8,0.245,0.5,12.1,24.6,0.212
480,2009,MIL,False,34.0,48.0,38.0,44.0,-1.09,-0.88,106.7,0.208,0.483,13.1,27.8,0.239
481,2009,MIN,False,24.0,58.0,27.0,55.0,-4.91,-4.74,106.1,0.227,0.481,13.3,27.7,0.222
482,2009,NJN,False,34.0,48.0,34.0,48.0,-2.44,-2.31,108.3,0.265,0.497,12.7,25.2,0.236
483,2009,NOH,True,49.0,33.0,46.0,36.0,1.55,1.41,108.7,0.24,0.501,12.5,24.6,0.232
484,2009,NYK,False,32.0,50.0,34.0,48.0,-2.61,-2.33,108.1,0.322,0.503,12.9,24.4,0.21
485,2009,OKC,False,23.0,59.0,24.0,58.0,-6.1,-6.04,102.9,0.141,0.471,14.8,28.6,0.242
486,2009,ORL,True,59.0,23.0,59.0,23.0,6.7,6.48,109.2,0.335,0.52,13.4,24.0,0.251
487,2009,PHI,True,41.0,41.0,41.0,41.0,0.07,0.16,107.9,0.164,0.485,13.4,31.3,0.253
488,2009,PHO,False,46.0,36.0,46.0,36.0,1.93,1.62,113.6,0.216,0.545,14.4,27.7,0.25
489,2009,POR,True,54.0,28.0,56.0,26.0,5.34,5.0,113.9,0.239,0.511,12.5,32.6,0.234
490,2009,SAC,False,17.0,65.0,19.0,63.0,-8.76,-8.6,105.5,0.238,0.491,14.3,24.5,0.252
491,2009,SAS,True,54.0,28.0,52.0,30.0,3.76,3.36,108.5,0.248,0.513,11.7,22.1,0.191
492,2009,TOR,False,33.0,49.0,33.0,49.0,-2.82,-2.54,107.0,0.193,0.494,12.8,24.0,0.23
493,2009,UTA,True,48.0,34.0,48.0,34.0,2.65,2.31,110.1,0.169,0.504,13.6,28.2,0.274
494,2009,WAS,False,19.0,63.0,21.0,61.0,-7.46,-6.98,105.4,0.18,0.48,13.2,27.7,0.224
496,2008,ATL,True,37.0,45.0,36.0,46.0,-1.82,-2.23,106.9,0.165,0.483,14.0,29.7,0.263
497,2008,BOS,True,66.0,16.0,67.0,15.0,10.26,9.3,110.2,0.249,0.522,14.7,26.6,0.267
498,2008,CHA,False,32.0,50.0,29.0,53.0,-4.38,-4.49,104.6,0.22,0.492,13.9,25.6,0.23
499,2008,CHI,False,33.0,49.0,32.0,50.0,-3.09,-3.19,103.9,0.19,0.47,13.4,28.9,0.223
500,2008,CLE,True,45.0,37.0,40.0,42.0,-0.35,-0.53,106.0,0.231,0.48,13.1,30.4,0.221
501,2008,DAL,True,51.0,31.0,54.0,28.0,4.54,4.7,111.1,0.215,0.502,12.3,26.7,0.259
502,2008,DEN,True,50.0,32.0,51.0,31.0,3.71,3.74,110.0,0.228,0.51,12.9,25.5,0.269
503,2008,DET,True,59.0,23.0,62.0,20.0,7.39,6.67,111.4,0.203,0.495,11.4,29.4,0.23
504,2008,GSW,False,48.0,34.0,47.0,35.0,2.21,2.38,111.8,0.295,0.511,11.5,27.2,0.208
505,2008,HOU,True,55.0,27.0,55.0,27.0,4.68,4.83,106.8,0.255,0.492,13.0,29.1,0.2
506,2008,IND,False,36.0,46.0,37.0,45.0,-1.4,-1.87,106.0,0.289,0.498,13.5,24.4,0.224
507,2008,LAC,False,23.0,59.0,21.0,61.0,-7.27,-6.56,101.2,0.167,0.465,13.7,23.1,0.264
508,2008,LAL,True,57.0,25.0,59.0,23.0,7.26,7.34,113.0,0.257,0.525,12.9,26.3,0.256
509,2008,MEM,False,22.0,60.0,25.0,57.0,-6.21,-5.76,105.0,0.264,0.5,14.0,23.8,0.225
510,2008,MIA,False,15.0,67.0,18.0,64.0,-8.65,-8.53,100.5,0.217,0.482,14.4,22.1,0.218
511,2008,MIL,False,26.0,56.0,23.0,59.0,-6.89,-6.92,105.3,0.195,0.482,13.7,30.0,0.215
512,2008,MIN,False,22.0,60.0,23.0,59.0,-6.78,-6.26,103.8,0.185,0.484,13.6,27.5,0.183
513,2008,NJN,False,34.0,48.0,27.0,55.0,-5.06,-5.15,104.0,0.222,0.481,14.2,26.6,0.255
514,2008,NOH,True,56.0,26.0,56.0,26.0,5.28,5.46,111.5,0.239,0.512,11.4,27.0,0.193
515,2008,NYK,False,23.0,59.0,23.0,59.0,-6.61,-6.55,104.7,0.215,0.475,13.4,28.6,0.226
516,2008,ORL,True,52.0,30.0,56.0,26.0,5.46,4.79,111.3,0.322,0.537,13.6,23.4,0.256
517,2008,PHI,True,40.0,42.0,42.0,40.0,0.41,0.19,106.4,0.143,0.482,13.4,31.8,0.227
518,2008,PHO,True,55.0,27.0,54.0,28.0,5.05,5.14,113.3,0.26,0.551,13.4,22.4,0.228
519,2008,POR,False,41.0,41.0,38.0,44.0,-0.98,-0.52,107.3,0.218,0.489,12.6,26.8,0.216
520,2008,SAC,False,38.0,44.0,35.0,47.0,-2.26,-1.86,107.5,0.208,0.503,14.8,25.2,0.276
521,2008,SAS,True,56.0,26.0,55.0,27.0,4.79,5.1,107.2,0.251,0.504,12.6,23.4,0.21
522,2008,SEA,False,20.0,62.0,19.0,63.0,-8.76,-8.04,100.5,0.134,0.467,14.3,26.8,0.204
523,2008,TOR,True,41.0,41.0,49.0,33.0,2.9,2.47,110.2,0.217,0.511,11.4,23.4,0.2
524,2008,UTA,True,54.0,28.0,59.0,23.0,6.88,6.86,113.8,0.166,0.528,13.6,29.5,0.265
525,2008,WAS,True,43.0,39.0,40.0,42.0,-0.33,-0.61,109.2,0.241,0.489,12.5,28.9,0.233
527,2007,ATL,False,30.0,52.0,27.0,55.0,-4.76,-4.86,103.0,0.163,0.471,15.1,29.2,0.263
528,2007,BOS,False,24.0,58.0,31.0,51.0,-3.41,-3.7,103.2,0.199,0.479,15.4,27.0,0.259
529,2007,CHA,False,33.0,49.0,30.0,52.0,-3.74,-3.97,103.6,0.193,0.48,13.9,26.4,0.236
530,2007,CHI,True,49.0,33.0,55.0,27.0,5.01,4.52,104.9,0.186,0.493,14.7,28.6,0.229
531,2007,CLE,True,50.0,32.0,52.0,30.0,3.83,3.33,105.5,0.211,0.484,13.4,29.7,0.223
532,2007,DAL,True,67.0,15.0,61.0,21.0,7.22,7.28,111.3,0.218,0.509,13.4,28.7,0.256
533,2007,DEN,True,45.0,37.0,45.0,37.0,1.62,1.69,107.6,0.212,0.501,14.6,28.9,0.268
534,2007,DET,True,53.0,29.0,53.0,29.0,4.16,3.69,108.9,0.201,0.488,12.0,28.3,0.237
535,2007,GSW,True,42.0,40.0,40.0,42.0,-0.34,0.0,107.0,0.279,0.512,14.1,25.6,0.215
536,2007,HOU,True,52.0,30.0,55.0,27.0,4.85,5.04,106.0,0.29,0.499,13.6,25.7,0.22
537,2007,IND,False,35.0,47.0,34.0,48.0,-2.44,-2.62,102.9,0.212,0.474,15.1,28.4,0.246
538,2007,LAC,False,40.0,42.0,40.0,42.0,-0.46,-0.07,105.1,0.143,0.481,14.5,27.2,0.28
539,2007,LAL,True,42.0,40.0,41.0,41.0,-0.07,0.24,108.6,0.259,0.511,14.3,26.1,0.249
540,2007,MEM,False,22.0,60.0,27.0,55.0,-5.15,-4.44,106.9,0.211,0.504,15.2,25.9,0.285
541,2007,MIA,True,44.0,38.0,38.0,44.0,-0.91,-1.21,104.3,0.245,0.506,14.3,24.9,0.222
542,2007,MIL,False,28.0,54.0,29.0,53.0,-4.38,-4.43,107.0,0.219,0.504,14.1,27.6,0.209
543,2007,MIN,False,32.0,50.0,30.0,52.0,-3.67,-3.16,103.9,0.167,0.49,14.8,25.1,0.231
544,2007,NJN,True,41.0,41.0,39.0,43.0,-0.77,-1.0,105.7,0.263,0.504,14.2,24.6,0.245
545,2007,NOK,False,39.0,43.0,36.0,46.0,-1.57,-1.19,104.8,0.188,0.479,13.6,29.1,0.215
546,2007,NYK,False,33.0,49.0,33.0,49.0,-2.85,-3.06,105.7,0.216,0.494,15.9,31.0,0.27
547,2007,ORL,True,40.0,42.0,43.0,39.0,0.78,0.35,104.9,0.158,0.5,16.3,29.3,0.276
548,2007,PHI,False,35.0,47.0,32.0,50.0,-3.02,-3.26,103.6,0.128,0.48,14.6,27.2,0.255
549,2007,PHO,True,61.0,21.0,59.0,23.0,7.3,7.28,113.9,0.287,0.551,13.4,22.7,0.215
550,2007,POR,False,32.0,50.0,29.0,53.0,-4.29,-3.78,105.1,0.193,0.483,14.5,28.2,0.241
551,2007,SAC,False,33.0,49.0,36.0,46.0,-1.8,-1.35,106.2,0.232,0.491,13.5,23.1,0.289
552,2007,SAS,True,58.0,24.0,64.0,18.0,8.43,8.35,109.2,0.247,0.521,13.6,24.2,0.235
553,2007,SEA,False,31.0,51.0,33.0,49.0,-2.89,-2.45,107.2,0.219,0.499,14.5,27.8,0.228
554,2007,TOR,True,47.0,35.0,44.0,38.0,0.99,0.61,107.0,0.224,0.504,13.0,22.2,0.239
555,2007,UTA,True,51.0,31.0,49.0,33.0,2.87,3.06,110.1,0.163,0.502,14.5,31.7,0.283
556,2007,WAS,True,41.0,41.0,40.0,42.0,-0.51,-0.8,110.1,0.237,0.491,12.6,28.1,0.272
558,2006,ATL,False,26.0,56.0,28.0,54.0,-4.76,-4.69,106.4,0.178,0.486,14.7,31.4,0.255
559,2006,BOS,False,33.0,49.0,37.0,45.0,-1.54,-1.59,105.2,0.204,0.504,15.7,25.5,0.263
560,2006,CHA,False,26.0,56.0,30.0,52.0,-4.0,-3.9,102.5,0.184,0.464,13.0,27.1,0.233
561,2006,CHI,True,41.0,41.0,43.0,39.0,0.63,0.51,104.0,0.219,0.487,13.9,26.3,0.216
562,2006,CLE,True,50.0,32.0,48.0,34.0,2.23,2.17,107.8,0.228,0.492,13.3,28.4,0.263
563,2006,DAL,True,60.0,22.0,58.0,24.0,6.07,5.96,111.8,0.175,0.495,13.1,31.8,0.285
564,2006,DEN,True,44.0,38.0,42.0,40.0,0.23,0.36,105.5,0.161,0.488,13.7,26.8,0.258
565,2006,DET,True,64.0,18.0,60.0,22.0,6.67,6.24,110.8,0.221,0.497,11.2,28.9,0.216
566,2006,GSW,False,34.0,48.0,37.0,45.0,-1.35,-1.11,104.8,0.27,0.479,13.0,26.9,0.232
567,2006,HOU,False,34.0,48.0,36.0,46.0,-1.59,-1.3,101.6,0.226,0.471,14.3,25.5,0.24
568,2006,IND,True,41.0,41.0,47.0,35.0,1.89,1.62,104.5,0.245,0.487,14.8,27.1,0.254
569,2006,LAC,True,47.0,35.0,46.0,36.0,1.57,1.75,105.3,0.131,0.487,13.8,25.4,0.263
570,2006,LAL,True,45.0,37.0,48.0,34.0,2.5,2.53,108.4,0.24,0.495,13.1,28.8,0.245
571,2006,MEM,True,49.0,33.0,52.0,30.0,3.7,3.74,105.9,0.258,0.496,13.9,25.8,0.241
572,2006,MIA,True,52.0,30.0,52.0,30.0,3.87,3.59,108.7,0.227,0.517,13.9,26.7,0.254
573,2006,MIL,True,40.0,42.0,38.0,44.0,-1.04,-1.07,106.3,0.203,0.492,13.8,27.3,0.238
574,2006,MIN,False,33.0,49.0,35.0,47.0,-1.88,-1.75,102.4,0.149,0.48,14.2,25.2,0.226
575,2006,NJN,True,49.0,33.0,45.0,37.0,1.37,1.11,103.9,0.229,0.478,13.3,24.0,0.262
576,2006,NOK,False,38.0,44.0,33.0,49.0,-2.82,-2.51,103.7,0.138,0.464,12.9,26.9,0.257
577,2006,NYK,False,23.0,59.0,24.0,58.0,-6.4,-6.3,104.0,0.142,0.481,16.5,31.2,0.303
578,2006,ORL,False,36.0,46.0,38.0,44.0,-1.07,-1.26,106.3,0.129,0.496,14.7,28.5,0.27
579,2006,PHI,False,38.0,44.0,35.0,47.0,-1.95,-2.1,106.0,0.158,0.487,13.3,25.6,0.27
580,2006,PHO,True,54.0,28.0,55.0,27.0,5.55,5.48,111.5,0.293,0.537,12.2,22.1,0.166
581,2006,POR,False,21.0,61.0,16.0,66.0,-9.45,-8.91,101.1,0.166,0.474,14.5,26.6,0.214
582,2006,SAC,True,44.0,38.0,45.0,37.0,1.54,1.61,106.7,0.217,0.492,13.9,25.4,0.262
583,2006,SAS,True,63.0,19.0,61.0,21.0,6.82,6.69,107.3,0.215,0.513,13.6,26.0,0.209
584,2006,SEA,False,35.0,47.0,33.0,49.0,-3.02,-2.88,111.1,0.243,0.504,13.7,30.4,0.246
585,2006,TOR,False,27.0,55.0,33.0,49.0,-2.99,-3.03,109.5,0.244,0.5,12.4,25.4,0.249
586,2006,UTA,False,41.0,41.0,33.0,49.0,-2.63,-2.49,104.1,0.149,0.467,15.0,32.4,0.286
587,2006,WAS,True,42.0,40.0,46.0,36.0,1.85,1.57,109.3,0.209,0.484,12.8,29.5,0.284
589,2005,ATL,False,13.0,69.0,16.0,66.0,-9.71,-9.62,100.6,0.146,0.464,14.9,30.7,0.212
590,2005,BOS,True,45.0,37.0,43.0,39.0,0.87,0.35,107.5,0.192,0.501,14.7,27.2,0.273
591,2005,CHA,False,18.0,64.0,24.0,58.0,-5.99,-6.15,101.1,0.128,0.455,13.3,29.5,0.217
592,2005,CHI,True,47.0,35.0,44.0,38.0,1.06,0.65,101.4,0.217,0.471,15.5,28.4,0.233
593,2005,CLE,False,42.0,40.0,43.0,39.0,0.79,0.27,106.6,0.135,0.47,13.0,32.5,0.244
594,2005,DAL,True,58.0,24.0,57.0,25.0,5.74,5.86,110.3,0.19,0.492,12.5,28.6,0.273
595,2005,DEN,True,49.0,33.0,47.0,35.0,2.02,2.23,106.0,0.142,0.483,13.8,28.4,0.267
596,2005,DET,True,54.0,28.0,53.0,29.0,3.87,3.31,105.6,0.164,0.472,13.3,31.2,0.247
597,2005,GSW,False,34.0,48.0,35.0,47.0,-2.16,-1.74,104.7,0.252,0.475,12.3,27.8,0.201
598,2005,HOU,True,51.0,31.0,53.0,29.0,4.04,4.27,106.2,0.237,0.486,13.5,26.3,0.242
599,2005,IND,True,44.0,38.0,43.0,39.0,0.76,0.49,105.5,0.255,0.476,14.1,26.4,0.283
600,2005,LAC,False,37.0,45.0,39.0,43.0,-0.77,-0.47,105.5,0.105,0.477,14.9,30.3,0.278
601,2005,LAL,False,34.0,48.0,33.0,49.0,-2.96,-2.32,108.1,0.273,0.485,13.4,29.5,0.251
602,2005,MEM,True,45.0,37.0,48.0,34.0,2.29,2.64,105.5,0.237,0.489,14.3,27.1,0.243
603,2005,MIA,True,59.0,23.0,59.0,23.0,6.52,5.77,110.2,0.198,0.524,13.1,27.0,0.26
604,2005,MIL,False,30.0,52.0,32.0,50.0,-2.99,-3.09,106.6,0.141,0.475,13.0,29.0,0.261
605,2005,MIN,False,44.0,38.0,45.0,37.0,1.45,1.73,108.2,0.173,0.489,12.7,28.6,0.219
606,2005,NJN,True,42.0,40.0,36.0,46.0,-1.5,-1.82,101.4,0.187,0.463,13.7,25.5,0.242
607,2005,NOH,False,18.0,64.0,21.0,61.0,-7.07,-6.3,99.7,0.201,0.446,14.2,29.1,0.214
608,2005,NYK,False,33.0,49.0,34.0,48.0,-2.44,-2.72,106.2,0.188,0.485,13.8,28.3,0.239
609,2005,ORL,False,36.0,46.0,35.0,47.0,-2.24,-2.52,104.9,0.137,0.478,14.6,29.9,0.265
610,2005,PHI,True,43.0,39.0,39.0,43.0,-0.74,-1.07,103.5,0.216,0.475,14.2,25.4,0.257
611,2005,PHO,True,62.0,20.0,59.0,23.0,7.12,7.08,114.5,0.289,0.534,12.4,27.5,0.222
612,2005,POR,False,27.0,55.0,29.0,53.0,-4.0,-3.45,103.2,0.181,0.484,15.2,29.6,0.219
613,2005,SAC,True,50.0,32.0,47.0,35.0,2.16,2.56,110.5,0.2,0.496,12.0,28.8,0.226
614,2005,SAS,True,59.0,23.0,63.0,19.0,7.8,7.84,107.5,0.216,0.492,13.2,29.1,0.238
615,2005,SEA,True,52.0,30.0,48.0,34.0,2.29,2.59,112.2,0.281,0.495,13.0,32.4,0.259
616,2005,TOR,False,33.0,49.0,36.0,46.0,-1.62,-1.81,106.9,0.253,0.492,12.5,23.7,0.244
617,2005,UTA,False,26.0,56.0,29.0,53.0,-4.27,-3.74,104.7,0.121,0.469,15.0,31.9,0.273
618,2005,WAS,True,45.0,37.0,40.0,42.0,-0.33,-0.71,107.2,0.22,0.474,12.9,31.1,0.264
620,2004,ATL,False,28.0,54.0,28.0,54.0,-4.65,-5.0,101.0,0.191,0.465,15.4,28.6,0.235
621,2004,BOS,True,36.0,46.0,37.0,45.0,-1.45,-1.99,102.1,0.249,0.486,15.4,25.2,0.245
622,2004,CHI,False,23.0,59.0,23.0,59.0,-6.35,-6.69,96.6,0.186,0.446,14.9,28.1,0.197
623,2004,CLE,False,35.0,47.0,33.0,49.0,-2.62,-3.07,101.4,0.116,0.451,13.7,31.1,0.226
624,2004,DAL,True,52.0,30.0,53.0,29.0,4.44,4.86,112.1,0.201,0.495,11.1,31.4,0.204
625,2004,DEN,True,43.0,39.0,44.0,38.0,1.07,1.65,103.9,0.146,0.467,14.2,30.5,0.245
626,2004,DET,True,54.0,28.0,59.0,23.0,5.84,5.04,102.0,0.153,0.461,14.7,30.1,0.247
627,2004,GSW,False,37.0,45.0,39.0,43.0,-0.73,-0.07,103.0,0.197,0.475,14.1,28.4,0.226
628,2004,HOU,True,45.0,37.0,47.0,35.0,1.73,2.28,100.9,0.227,0.484,16.4,26.5,0.221
629,2004,IND,True,61.0,21.0,58.0,24.0,5.76,4.93,103.8,0.203,0.471,14.1,28.5,0.243
630,2004,LAC,False,28.0,54.0,28.0,54.0,-4.59,-3.74,103.5,0.156,0.453,15.0,32.8,0.275
631,2004,LAL,True,56.0,26.0,52.0,30.0,3.9,4.35,105.5,0.167,0.481,12.8,28.1,0.244
632,2004,MEM,True,50.0,32.0,48.0,34.0,2.44,2.95,104.8,0.197,0.479,13.9,29.5,0.234
633,2004,MIA,True,42.0,40.0,43.0,39.0,0.52,-0.13,102.2,0.211,0.463,13.5,27.4,0.227
634,2004,MIL,True,41.0,41.0,44.0,38.0,1.06,0.42,106.5,0.172,0.477,12.7,27.6,0.255
635,2004,MIN,True,58.0,24.0,57.0,25.0,5.49,5.86,105.9,0.137,0.486,12.4,26.7,0.207
636,2004,NJN,True,47.0,35.0,49.0,33.0,2.5,1.88,100.8,0.176,0.471,14.4,25.9,0.219
637,2004,NOH,True,41.0,41.0,41.0,41.0,-0.1,-0.72,102.3,0.252,0.46,14.1,30.6,0.22
638,2004,NYK,True,39.0,43.0,36.0,46.0,-1.48,-1.97,101.7,0.171,0.474,15.1,28.0,0.211
639,2004,ORL,False,21.0,61.0,22.0,60.0,-7.02,-7.25,102.7,0.184,0.461,12.8,28.1,0.218
640,2004,PHI,False,33.0,49.0,33.0,49.0,-2.49,-2.95,99.1,0.158,0.456,15.5,28.2,0.242
641,2004,PHO,False,29.0,53.0,30.0,52.0,-3.74,-2.94,101.4,0.18,0.475,14.3,26.6,0.209
642,2004,POR,False,41.0,41.0,37.0,45.0,-1.27,-0.58,103.7,0.17,0.478,14.4,31.2,0.195
643,2004,SAC,True,55.0,27.0,55.0,27.0,5.01,5.41,110.3,0.223,0.507,13.0,26.0,0.242
644,2004,SAS,True,57.0,25.0,62.0,20.0,7.22,7.51,102.2,0.177,0.473,14.1,29.5,0.219
645,2004,SEA,False,37.0,45.0,39.0,43.0,-0.63,0.02,107.3,0.294,0.501,13.9,27.2,0.207
646,2004,TOR,False,33.0,49.0,31.0,51.0,-3.01,-3.42,97.0,0.204,0.454,14.1,23.8,0.195
647,2004,UTA,False,42.0,40.0,37.0,45.0,-1.22,-0.53,101.9,0.127,0.456,16.1,34.1,0.266
648,2004,WAS,False,25.0,57.0,25.0,57.0,-5.63,-6.12,98.8,0.194,0.454,16.0,30.7,0.241
650,2003,ATL,False,35.0,47.0,31.0,51.0,-3.56,-3.87,102.3,0.177,0.476,15.7,27.9,0.248
651,2003,BOS,True,44.0,38.0,40.0,42.0,-0.39,-0.75,101.2,0.331,0.47,13.4,23.6,0.227
652,2003,CHI,False,30.0,52.0,27.0,55.0,-5.13,-5.31,100.2,0.148,0.471,15.4,27.7,0.217
653,2003,CLE,False,17.0,65.0,16.0,66.0,-9.62,-9.59,96.5,0.133,0.444,16.4,31.0,0.223
654,2003,DAL,True,60.0,22.0,62.0,20.0,7.78,7.9,110.7,0.239,0.498,10.9,25.4,0.213
655,2003,DEN,False,17.0,65.0,17.0,65.0,-8.28,-7.41,92.2,0.126,0.428,17.1,31.3,0.198
656,2003,DET,True,50.0,32.0,52.0,30.0,3.68,2.97,104.1,0.237,0.473,13.3,25.9,0.248
657,2003,GSW,False,38.0,44.0,38.0,44.0,-1.13,-0.6,108.3,0.178,0.472,13.9,35.0,0.267
658,2003,HOU,False,43.0,39.0,46.0,36.0,1.48,1.89,104.3,0.196,0.474,14.8,30.3,0.243
659,2003,IND,True,48.0,34.0,51.0,31.0,3.49,2.79,104.6,0.169,0.469,13.7,29.0,0.263
660,2003,LAC,False,27.0,55.0,29.0,53.0,-4.12,-3.45,102.3,0.182,0.467,14.8,29.1,0.252
661,2003,LAL,True,50.0,32.0,48.0,34.0,2.33,2.71,107.2,0.199,0.486,13.3,30.2,0.228
662,2003,MEM,False,28.0,54.0,32.0,50.0,-3.23,-2.6,103.9,0.19,0.487,14.2,27.0,0.212
663,2003,MIA,False,25.0,57.0,25.0,57.0,-5.05,-5.13,96.7,0.169,0.439,13.8,26.8,0.198
664,2003,MIL,True,42.0,40.0,42.0,40.0,0.23,-0.24,108.8,0.229,0.5,12.2,25.6,0.222
665,2003,MIN,True,51.0,31.0,47.0,35.0,2.07,2.46,106.1,0.118,0.488,12.9,28.2,0.206
666,2003,NJN,True,49.0,33.0,56.0,26.0,5.22,4.42,103.8,0.158,0.468,13.8,28.7,0.252
667,2003,NOH,True,47.0,35.0,47.0,35.0,2.11,1.52,103.9,0.161,0.465,13.9,31.7,0.219
668,2003,NYK,False,37.0,45.0,37.0,45.0,-1.35,-1.61,104.7,0.235,0.486,13.4,24.4,0.196
669,2003,ORL,True,42.0,40.0,41.0,41.0,0.13,-0.39,105.2,0.235,0.478,13.3,27.0,0.239
670,2003,PHI,True,48.0,34.0,48.0,34.0,2.3,1.76,105.0,0.119,0.466,13.7,30.3,0.263
671,2003,PHO,True,44.0,38.0,44.0,38.0,1.13,1.57,103.7,0.17,0.473,13.7,29.7,0.211
672,2003,POR,True,50.0,32.0,49.0,33.0,2.61,2.97,105.5,0.177,0.489,14.5,30.2,0.223
673,2003,SAC,True,59.0,23.0,59.0,23.0,6.5,6.68,105.9,0.184,0.499,13.3,25.6,0.196
674,2003,SAS,True,60.0,22.0,57.0,25.0,5.41,5.65,105.6,0.202,0.497,15.1,28.8,0.253
675,2003,SEA,False,40.0,42.0,41.0,41.0,-0.12,0.37,103.7,0.196,0.472,12.8,28.1,0.201
676,2003,TOR,False,24.0,58.0,24.0,58.0,-5.87,-6.1,100.5,0.179,0.458,13.6,28.2,0.203
677,2003,UTA,True,47.0,35.0,48.0,34.0,2.39,2.76,105.5,0.104,0.486,16.0,32.5,0.283
678,2003,WAS,False,37.0,45.0,38.0,44.0,-1.01,-1.47,103.0,0.127,0.46,13.0,27.3,0.253
680,2002,ATL,False,33.0,49.0,29.0,53.0,-4.23,-4.41,101.8,0.181,0.471,14.6,27.5,0.225
681,2002,BOS,True,49.0,33.0,48.0,34.0,2.21,1.75,103.4,0.289,0.476,12.8,24.1,0.223
682,2002,CHH,True,44.0,38.0,44.0,38.0,0.96,0.57,104.3,0.151,0.466,13.3,30.6,0.238
683,2002,CHI,False,21.0,61.0,18.0,64.0,-8.54,-8.52,98.2,0.134,0.456,14.6,26.6,0.218
684,2002,CLE,False,29.0,53.0,31.0,51.0,-3.33,-3.52,104.6,0.156,0.477,13.8,28.9,0.232
685,2002,DAL,True,57.0,25.0,53.0,29.0,4.26,4.41,112.2,0.237,0.507,11.3,26.1,0.232
686,2002,DEN,False,27.0,55.0,24.0,58.0,-5.82,-5.19,101.4,0.187,0.455,13.6,30.6,0.19
687,2002,DET,True,50.0,32.0,48.0,34.0,2.13,1.69,104.8,0.24,0.497,14.3,24.4,0.235
688,2002,GSW,False,21.0,61.0,26.0,56.0,-5.4,-4.8,102.8,0.142,0.452,14.7,35.3,0.242
689,2002,HOU,False,28.0,54.0,27.0,55.0,-4.89,-4.31,103.1,0.223,0.465,13.4,29.0,0.211
690,2002,IND,True,42.0,40.0,42.0,40.0,0.27,-0.07,104.1,0.182,0.477,14.2,27.0,0.253
691,2002,LAC,False,39.0,43.0,40.0,42.0,-0.46,-0.09,105.5,0.172,0.476,13.8,31.3,0.225
692,2002,LAL,True,58.0,24.0,60.0,22.0,7.12,7.15,109.4,0.21,0.498,11.8,28.8,0.218
693,2002,MEM,False,23.0,59.0,20.0,62.0,-7.44,-6.74,98.2,0.168,0.462,15.4,27.8,0.204
694,2002,MIA,False,36.0,46.0,36.0,46.0,-1.54,-1.84,98.5,0.141,0.463,14.6,26.6,0.194
695,2002,MIL,False,41.0,41.0,40.0,42.0,-0.22,-0.62,106.9,0.241,0.507,13.6,25.6,0.201
696,2002,MIN,True,50.0,32.0,51.0,31.0,3.38,3.58,109.0,0.152,0.49,12.5,31.3,0.203
697,2002,NJN,True,52.0,30.0,53.0,29.0,4.16,3.67,104.0,0.175,0.476,13.4,29.2,0.206
698,2002,NYK,False,30.0,52.0,29.0,53.0,-3.99,-4.15,101.5,0.206,0.468,14.0,25.6,0.216
699,2002,ORL,True,44.0,38.0,46.0,36.0,1.57,1.25,107.0,0.241,0.493,12.6,26.3,0.21
700,2002,PHI,True,43.0,39.0,46.0,36.0,1.6,1.27,102.1,0.111,0.452,14.6,31.7,0.255
701,2002,PHO,False,36.0,46.0,39.0,43.0,-0.68,-0.3,103.3,0.158,0.472,13.6,30.1,0.18
702,2002,POR,True,49.0,33.0,50.0,32.0,2.99,3.21,107.4,0.198,0.485,13.5,31.8,0.218
703,2002,SAC,True,61.0,21.0,61.0,21.0,7.61,7.61,109.0,0.166,0.497,12.4,27.9,0.231
704,2002,SAS,True,58.0,24.0,59.0,23.0,6.21,6.28,106.5,0.19,0.492,13.8,27.2,0.262
705,2002,SEA,True,45.0,37.0,50.0,32.0,3.02,3.24,108.9,0.193,0.505,13.2,29.4,0.189
706,2002,TOR,True,42.0,40.0,40.0,42.0,-0.44,-0.71,102.6,0.165,0.463,13.6,31.4,0.189
707,2002,UTA,True,44.0,38.0,44.0,38.0,0.89,1.21,105.6,0.132,0.472,15.4,33.5,0.291
708,2002,WAS,False,37.0,45.0,37.0,45.0,-1.4,-1.58,104.8,0.118,0.464,12.5,30.7,0.214
710,2001,ATL,False,25.0,57.0,26.0,56.0,-5.21,-5.55,98.7,0.14,0.456,15.5,28.9,0.206
711,2001,BOS,False,36.0,46.0,35.0,47.0,-2.13,-2.4,101.4,0.252,0.473,14.7,25.3,0.25
712,2001,CHH,True,46.0,36.0,48.0,34.0,2.1,1.45,101.8,0.151,0.457,13.7,29.8,0.246
713,2001,CHI,False,15.0,67.0,16.0,66.0,-9.1,-9.09,97.2,0.148,0.45,15.1,26.6,0.22
714,2001,CLE,False,30.0,52.0,28.0,54.0,-4.24,-4.48,100.3,0.101,0.459,15.4,29.7,0.239
